freq,W1,W2,W3,W4,W5,W6,W7,W8,L1,L2,L3,L4,S11r,S11i,S21r,S21i,S31r,S31i,S41r,S41i
2.6,1.7,1.3,1.0,2.0,3.2,4.4,2.4,2.2,65.7,48.7,12.2,6.8,0.359,0.063,0.133,0.426,0.655,0.093,0.44,0.09
2.6,3.0,3.9,2.0,1.8,3.5,4.2,4.7,2.0,19.4,4.7,20.7,36.3,-0.348,-0.082,-0.075,-0.759,-0.22,0.271,0.179,-0.355
2.6,2.5,2.3,4.3,4.9,1.5,2.4,4.5,2.7,95.9,69.6,44.8,78.2,-0.278,0.11,0.6,-0.426,-0.361,0.403,-0.158,0.071
2.6,2.0,2.6,4.5,2.5,2.1,4.5,2.4,2.7,83.8,92.6,68.5,18.0,-0.309,0.483,-0.46,-0.182,-0.353,-0.142,-0.045,-0.51
2.6,1.7,2.1,4.5,3.2,2.2,4.1,3.8,3.6,21.7,31.4,7.8,55.6,-0.321,0.597,-0.38,-0.037,-0.107,0.15,-0.58,-0.117
2.6,3.6,3.4,3.6,2.6,2.7,2.6,3.8,4.9,46.9,59.8,31.1,73.3,0.488,0.348,0.422,-0.239,0.232,0.338,0.104,0.361
2.6,2.9,3.0,1.1,2.7,1.6,3.0,1.8,2.3,42.4,28.3,91.8,92.6,-0.509,0.278,-0.421,-0.162,0.129,0.441,-0.042,0.477
2.6,1.5,2.5,3.1,4.4,3.0,2.3,2.6,4.8,21.4,46.3,38.4,19.0,0.184,0.681,0.092,0.226,-0.234,-0.208,-0.511,-0.254
2.6,1.3,3.1,1.9,1.2,3.6,2.1,3.3,2.9,41.9,55.7,77.5,69.5,-0.388,0.466,0.103,0.493,0.078,0.367,0.198,0.416
2.6,3.9,4.6,1.2,1.4,4.1,3.9,1.7,3.5,7.5,58.1,27.2,79.7,-0.335,0.308,0.45,0.406,-0.159,-0.467,-0.146,-0.381
2.6,1.5,2.9,4.6,1.2,3.0,2.8,4.6,1.2,50.2,91.6,13.5,15.3,-0.526,0.436,-0.272,-0.273,0.01,0.016,0.418,0.44
2.6,2.0,4.0,4.3,1.5,4.3,3.1,4.2,4.0,31.1,97.3,93.5,80.2,-0.667,0.274,-0.067,0.036,0.059,0.584,-0.153,0.282
2.6,4.5,2.8,3.0,4.1,2.1,4.3,4.4,1.1,34.6,42.4,67.8,10.5,-0.504,0.065,0.095,0.475,-0.082,0.473,-0.384,0.341
2.6,2.3,4.2,2.6,4.9,1.8,4.6,4.2,3.9,69.2,44.3,80.4,38.7,-0.725,0.278,0.113,0.476,-0.047,0.276,0.223,-0.011
2.6,1.7,1.6,4.3,4.1,4.4,1.2,1.2,3.4,48.3,70.4,18.5,61.6,-0.055,0.527,0.654,0.035,-0.304,0.273,0.084,0.308
2.6,3.8,3.1,2.2,5.0,2.0,2.0,2.2,1.3,83.2,24.7,98.6,67.9,-0.312,0.538,-0.571,-0.27,0.112,-0.045,-0.197,-0.361
2.6,3.6,2.9,2.8,3.5,3.5,2.1,2.3,4.1,8.0,26.7,93.8,87.6,0.03,0.046,-0.546,0.065,-0.626,0.256,0.044,-0.453
2.6,4.8,4.1,5.0,3.9,2.0,4.3,4.7,3.8,28.2,13.6,58.0,61.4,-0.595,0.043,-0.286,-0.423,-0.19,-0.465,-0.302,0.164
2.6,3.3,2.2,3.0,4.5,2.9,3.0,1.7,1.7,58.9,17.8,44.6,47.6,-0.555,-0.027,-0.262,-0.525,0.021,0.258,0.4,0.319
2.6,4.7,4.5,4.5,2.4,1.6,4.6,4.9,2.8,28.7,19.7,76.1,89.4,-0.208,-0.038,-0.262,0.045,-0.392,0.135,-0.745,0.364
2.6,1.8,5.0,2.6,3.5,1.9,3.5,3.5,2.9,14.8,90.5,77.2,5.5,-0.156,0.487,-0.374,-0.307,-0.468,-0.274,-0.318,-0.299
2.6,4.3,2.0,2.9,3.1,2.6,3.9,3.7,3.9,32.6,21.1,77.1,15.9,-0.383,-0.314,0.029,0.028,-0.06,0.19,-0.574,0.605
2.6,4.8,1.0,1.6,2.2,3.1,1.7,2.1,1.2,32.3,54.9,50.1,17.2,-0.424,-0.388,-0.129,0.089,0.021,0.492,-0.509,0.351
2.6,2.8,2.1,4.8,2.7,4.9,4.7,4.3,3.1,37.4,53.3,23.8,30.6,-0.484,0.18,-0.268,0.018,0.328,-0.447,-0.185,0.549
2.6,2.9,2.4,4.0,4.2,3.2,2.6,4.1,1.0,64.3,36.3,87.7,8.5,-0.202,0.552,-0.331,0.228,0.233,0.168,0.6,0.173
2.6,3.1,3.2,3.3,4.9,2.6,2.3,2.7,2.1,85.0,47.4,80.1,92.6,-0.335,0.153,-0.061,0.504,-0.043,0.326,-0.114,-0.675
2.6,1.6,1.6,1.5,4.8,4.4,1.2,3.6,1.4,99.4,50.9,47.5,71.3,0.161,0.235,0.338,0.35,-0.5,-0.184,-0.474,-0.373
2.6,1.1,4.9,3.8,4.4,3.0,4.7,4.4,2.6,11.0,58.3,27.3,85.8,-0.174,0.677,0.443,0.114,-0.326,-0.178,-0.203,-0.333
2.6,3.6,4.4,2.4,3.8,3.4,3.2,1.7,4.2,9.8,20.9,57.5,41.3,-0.055,0.511,-0.582,-0.431,0.376,0.163,-0.072,-0.152
2.6,4.8,4.3,3.3,1.2,4.9,1.2,4.4,3.6,50.3,46.5,30.7,60.4,-0.355,0.697,0.292,0.311,-0.06,-0.048,0.331,0.258
2.6,4.6,1.3,2.7,3.3,2.7,1.3,4.7,1.3,82.9,64.9,21.4,77.5,-0.476,-0.175,0.268,0.275,-0.16,-0.367,-0.077,-0.632
2.6,2.8,1.4,2.4,4.7,1.2,3.9,1.7,1.7,64.0,42.6,98.3,33.7,-0.275,-0.17,-0.046,0.84,-0.065,-0.269,0.277,-0.03
2.6,4.2,4.7,4.2,4.3,3.3,1.6,1.3,1.2,14.8,14.1,86.3,24.2,-0.156,-0.159,-0.076,-0.635,-0.418,0.526,-0.227,0.041
2.6,2.3,2.7,2.4,2.5,3.8,1.1,1.1,2.0,23.5,29.0,81.0,54.3,-0.54,0.417,-0.47,-0.204,-0.141,0.016,-0.429,-0.214
2.6,3.0,3.1,2.0,4.5,3.6,3.7,3.9,2.1,12.3,52.1,91.6,75.1,-0.268,-0.12,0.269,0.655,0.047,-0.348,0.091,-0.499
2.6,3.6,3.7,4.1,4.9,4.8,1.9,4.6,2.9,88.9,89.0,78.3,30.6,0.483,-0.634,0.201,-0.23,-0.13,0.299,-0.059,-0.073
2.6,4.2,1.0,2.8,3.0,4.6,3.2,2.6,2.9,16.0,57.9,21.9,67.6,-0.219,-0.318,0.228,0.47,-0.213,-0.522,-0.287,-0.399
2.6,4.9,1.5,2.9,1.3,1.9,2.3,3.6,3.9,86.9,92.7,43.9,95.6,-0.417,-0.13,-0.04,-0.375,0.013,0.1,-0.34,-0.713
2.6,3.0,2.3,2.3,1.7,2.5,2.2,2.6,3.0,7.8,71.8,26.4,82.1,-0.472,0.392,0.372,-0.038,-0.449,-0.37,-0.204,-0.29
2.6,1.2,3.8,3.0,2.2,2.7,2.9,3.4,4.3,37.6,72.2,28.5,89.1,-0.438,0.395,0.176,-0.522,-0.187,0.183,-0.122,0.494
2.6,2.6,4.7,3.4,2.6,4.4,3.4,5.0,4.1,29.2,36.6,98.0,32.4,-0.34,0.454,-0.273,0.347,0.483,-0.089,-0.467,0.088
2.6,1.9,2.5,3.7,4.8,2.3,4.9,2.7,4.3,13.6,83.0,99.9,78.0,0.041,0.762,-0.101,-0.366,-0.444,-0.16,-0.084,-0.07
2.6,4.1,1.4,1.3,2.9,1.5,3.4,3.9,3.3,55.3,62.6,99.9,41.8,-0.195,-0.266,0.519,0.221,-0.341,-0.303,0.36,0.457
2.6,2.1,1.3,4.2,2.1,1.0,2.2,2.5,4.2,8.3,55.0,42.2,23.8,-0.263,0.282,0.386,-0.035,-0.417,0.046,0.056,-0.716
2.6,3.8,2.0,4.1,3.1,4.0,3.0,4.8,2.5,35.8,4.6,96.9,59.8,-0.114,0.394,-0.171,-0.158,-0.51,0.071,-0.677,0.18
2.6,3.6,2.3,2.0,3.2,2.2,2.6,1.8,3.0,4.3,56.5,80.6,53.8,-0.24,0.36,0.387,0.286,0.454,0.299,0.211,-0.477
2.6,1.1,2.4,2.7,2.9,2.8,3.8,1.6,3.3,65.6,78.1,5.7,44.5,-0.079,0.644,0.21,-0.221,-0.326,-0.199,0.522,0.218
2.6,2.3,1.2,2.2,3.2,3.3,2.3,4.2,2.6,57.3,44.6,37.1,44.9,-0.089,0.502,0.256,0.348,-0.239,-0.325,0.268,0.543
2.6,2.5,5.0,4.0,4.1,2.3,3.8,1.7,3.7,7.4,22.4,28.6,45.4,-0.379,0.524,-0.392,-0.221,0.335,0.348,-0.048,-0.37
2.6,4.9,1.1,4.0,2.8,2.1,4.2,4.6,2.7,87.6,30.2,89.4,43.0,-0.663,0.074,-0.323,-0.146,0.155,0.265,-0.308,-0.47
2.6,3.2,1.2,4.8,4.5,2.2,1.9,3.8,2.7,73.1,48.2,40.7,58.1,-0.374,-0.142,-0.109,0.024,0.076,0.082,0.446,-0.762
2.6,1.8,4.6,1.6,4.6,4.3,3.9,1.7,4.4,57.7,79.8,51.1,60.9,-0.415,0.311,0.077,-0.624,0.234,0.297,0.242,0.336
2.6,3.1,3.1,2.2,3.9,4.4,2.4,3.9,4.2,37.9,96.6,21.4,34.3,-0.464,0.52,-0.504,-0.186,0.284,-0.14,-0.31,0.108
2.6,2.3,3.4,1.9,1.5,1.1,5.0,4.8,1.0,27.1,97.5,8.5,67.5,-0.294,0.137,-0.386,-0.038,-0.472,0.115,-0.686,0.126
2.6,2.1,3.4,2.0,3.7,3.3,1.4,3.9,2.1,27.5,80.5,31.9,56.1,-0.168,0.613,-0.049,-0.292,-0.214,0.182,-0.579,-0.264
2.6,3.5,3.8,1.8,1.5,3.1,2.7,2.6,2.1,94.1,19.8,30.2,93.8,-0.358,-0.257,-0.374,-0.095,0.125,0.544,-0.078,-0.556
2.6,2.0,4.9,3.5,1.8,3.7,3.8,2.3,3.8,99.4,16.8,4.4,15.4,-0.051,0.02,-0.244,-0.236,-0.648,0.262,-0.522,0.307
2.6,2.6,2.2,1.7,2.3,1.4,3.3,1.9,1.3,52.1,15.1,52.8,38.1,-0.034,-0.273,-0.135,-0.785,0.068,-0.325,-0.065,0.385
2.6,1.4,3.4,2.0,3.7,2.5,3.4,2.1,1.8,65.4,80.4,54.6,80.8,-0.098,0.311,0.125,-0.547,0.53,-0.008,0.518,0.004
2.6,4.8,1.7,2.0,2.1,2.5,4.6,1.4,1.4,16.9,79.5,91.8,5.1,-0.124,0.242,0.31,-0.456,-0.46,-0.396,-0.362,-0.308
2.6,1.9,4.3,3.5,1.9,1.9,3.5,4.8,4.0,21.7,85.8,40.1,57.0,0.024,0.586,-0.247,-0.137,0.4,0.128,-0.542,-0.285
2.6,4.8,3.0,1.9,4.0,4.4,1.2,2.0,1.4,96.6,74.9,14.1,17.4,-0.004,0.174,0.637,-0.459,-0.308,-0.056,-0.47,0.012
2.6,3.5,4.6,3.3,2.5,3.5,1.6,3.0,4.9,20.7,83.7,17.7,20.7,-0.171,-0.012,-0.173,-0.605,-0.425,0.602,0.004,-0.041
2.6,2.6,3.3,3.1,1.0,2.2,3.9,3.0,2.8,73.0,82.2,33.3,91.3,-0.095,0.63,-0.007,-0.259,-0.23,0.18,0.632,-0.103
2.6,4.8,4.9,3.9,3.2,4.3,4.0,4.3,2.8,97.8,66.2,53.6,57.5,-0.175,0.176,0.729,-0.238,0.155,0.112,-0.503,0.157
2.6,1.1,3.2,1.8,2.3,2.4,3.6,1.5,2.7,64.4,10.1,14.0,52.9,-0.043,0.164,-0.051,-0.652,-0.577,0.262,0.349,-0.06
2.6,4.8,3.2,3.4,3.8,2.9,1.7,1.8,4.5,9.4,6.7,49.9,46.4,-0.41,0.44,0.048,-0.406,0.398,0.361,-0.136,-0.394
2.6,4.9,1.9,2.9,4.9,1.4,1.3,1.3,3.2,94.3,83.4,9.0,52.8,-0.331,0.024,0.048,-0.661,-0.04,-0.36,-0.401,-0.366
2.6,4.8,3.5,3.4,4.6,3.8,1.9,2.1,3.9,13.0,32.8,43.2,13.9,-0.578,0.424,-0.345,-0.052,-0.054,-0.228,-0.335,-0.432
2.6,3.1,4.1,4.5,4.8,1.2,1.6,1.7,4.3,32.0,9.3,97.9,68.1,-0.312,0.343,-0.185,-0.479,-0.44,0.193,-0.498,0.17
2.6,3.8,4.1,3.8,3.7,1.1,2.7,3.2,1.4,18.8,84.2,61.7,15.2,-0.443,0.403,-0.192,-0.33,0.207,-0.075,-0.468,-0.463
2.6,3.4,4.0,4.1,2.0,2.5,1.7,1.6,1.5,23.2,16.1,20.4,40.7,-0.607,0.32,-0.454,-0.373,0.175,0.077,-0.285,-0.242
2.6,2.7,4.7,4.4,1.5,3.0,3.2,1.7,4.1,30.6,81.3,9.4,41.2,-0.633,0.381,-0.084,-0.522,0.094,-0.297,-0.232,0.107
2.6,4.3,1.7,4.9,4.4,2.7,4.1,2.8,4.3,97.3,5.1,74.8,51.0,-0.416,0.165,-0.024,-0.517,-0.029,-0.503,-0.453,-0.227
2.6,2.1,1.8,3.9,2.3,4.8,1.8,4.8,1.9,67.0,63.2,49.4,25.7,-0.231,0.158,0.567,-0.202,-0.37,0.116,0.553,-0.278
2.6,2.6,1.2,4.3,3.6,1.5,3.2,1.1,4.1,73.7,74.4,54.5,53.6,-0.516,0.359,0.302,-0.2,0.341,0.421,0.237,-0.32
2.6,4.4,1.7,3.2,4.5,4.0,3.2,3.0,4.3,89.3,59.6,35.1,37.3,0.025,-0.87,-0.183,-0.024,0.261,-0.114,-0.133,-0.172
2.6,1.6,2.0,2.1,1.1,4.1,2.5,2.0,2.8,38.3,55.7,57.4,99.7,-0.445,0.493,0.286,0.476,0.343,0.073,-0.103,0.309
2.6,1.4,2.1,3.8,4.6,2.4,4.6,1.9,3.7,4.1,54.9,20.6,88.8,-0.338,0.485,0.279,0.374,-0.268,-0.277,0.106,-0.512
2.6,3.2,2.5,4.9,3.9,4.1,4.7,3.9,1.0,99.1,58.9,16.8,92.6,-0.233,0.353,0.522,0.079,0.238,0.042,-0.671,-0.072
2.6,4.2,4.9,4.3,3.4,4.6,2.3,3.7,5.0,49.1,9.2,91.3,19.8,-0.573,0.421,-0.179,-0.501,-0.029,-0.076,0.219,0.383
2.6,4.9,1.4,2.2,1.5,4.7,1.2,3.6,2.7,87.9,62.9,21.2,77.5,-0.401,-0.2,0.383,0.335,-0.304,-0.318,-0.307,-0.474
2.6,3.5,4.9,4.3,4.7,3.2,2.0,3.4,1.3,16.4,35.3,37.0,34.4,-0.266,0.652,-0.366,0.14,0.365,-0.138,-0.412,0.091
2.6,3.7,3.2,1.8,2.7,2.5,1.3,2.2,2.5,58.5,80.1,4.6,87.5,-0.16,-0.158,0.228,-0.698,0.01,-0.396,-0.024,0.466
2.6,2.0,1.1,1.2,4.3,3.9,4.5,1.5,1.0,50.9,74.6,88.5,91.3,-0.125,0.198,0.715,-0.291,0.246,-0.384,-0.255,0.178
2.6,1.3,3.3,2.4,1.7,4.9,2.2,3.1,4.2,96.3,38.9,9.8,5.5,-0.226,0.051,-0.312,0.833,0.02,0.088,0.085,-0.334
2.6,3.6,2.3,4.7,3.3,4.9,2.9,4.2,3.8,40.1,35.8,35.2,41.1,-0.631,0.29,-0.076,0.411,0.072,-0.373,-0.072,0.424
2.6,1.7,2.3,1.3,2.5,1.2,4.7,4.6,4.9,10.9,42.1,32.7,12.3,-0.3,0.58,0.04,0.465,0.03,-0.389,-0.036,-0.436
2.6,4.7,1.9,3.0,1.2,3.7,1.7,4.2,4.5,54.0,48.9,64.5,18.8,-0.157,0.402,0.497,0.359,0.223,0.028,0.441,0.409
2.6,4.2,3.5,3.3,4.9,4.3,4.1,1.9,4.2,48.8,58.8,78.7,7.4,-0.088,0.322,0.467,0.297,0.557,0.252,0.277,0.329
2.6,2.4,1.6,4.4,1.4,1.8,1.3,1.0,1.3,57.7,39.6,19.1,39.7,-0.291,0.086,-0.243,0.651,-0.406,-0.099,0.369,0.304
2.6,2.6,3.4,3.7,1.3,3.4,1.6,1.3,4.2,13.0,50.9,97.8,89.8,-0.418,0.409,0.311,0.565,-0.206,-0.078,-0.211,-0.365
2.6,2.7,2.3,3.8,3.0,1.2,2.3,4.6,2.5,44.2,74.1,44.1,45.6,-0.141,0.372,0.473,-0.395,-0.26,0.362,-0.369,0.31
2.6,4.9,2.9,3.9,3.7,4.6,4.3,3.2,2.4,98.4,99.5,26.0,52.2,-0.191,-0.012,-0.635,0.256,0.15,-0.167,-0.639,-0.022
2.6,4.3,1.4,5.0,3.7,3.7,2.5,3.2,4.3,41.0,79.0,8.4,81.2,-0.106,0.124,0.386,-0.326,-0.03,0.219,-0.512,0.612
2.6,1.2,1.8,3.6,2.2,3.1,4.0,1.1,2.3,89.4,38.1,83.6,15.6,-0.103,0.349,-0.416,0.514,-0.276,0.312,-0.035,-0.482
2.6,2.9,3.5,3.5,1.4,3.7,1.9,1.0,2.1,95.3,55.3,4.8,89.6,-0.612,0.226,0.299,0.498,0.03,0.17,-0.382,-0.206
2.6,4.5,1.1,4.5,3.5,1.9,4.6,3.1,3.8,52.8,49.9,95.9,8.0,-0.114,-0.124,0.003,-0.139,0.537,-0.321,0.277,0.673
2.6,2.7,3.4,4.9,2.7,4.4,4.7,1.2,1.0,63.2,18.4,40.2,88.6,-0.073,-0.081,-0.097,0.086,0.458,-0.324,0.723,-0.286
2.6,3.3,1.2,1.4,3.4,1.7,3.2,4.0,4.1,85.4,69.6,34.3,26.0,0.103,0.048,0.51,-0.148,-0.386,0.172,-0.435,-0.531
2.6,3.2,2.3,4.9,3.6,1.5,4.3,3.7,3.8,21.8,67.0,53.5,77.7,-0.522,-0.166,0.271,-0.47,-0.352,0.378,-0.315,-0.032
2.6,3.3,4.4,4.1,4.9,2.2,3.1,4.1,3.1,16.1,84.4,83.8,12.3,-0.084,0.512,-0.135,-0.224,-0.581,-0.148,-0.36,-0.386
2.6,3.1,1.6,1.7,2.6,2.7,1.5,3.3,4.6,68.7,14.2,76.8,38.2,-0.179,-0.019,-0.547,-0.092,-0.53,0.026,0.572,0.154
2.6,4.4,3.5,3.6,2.2,4.2,1.5,4.6,4.9,39.7,43.6,94.6,29.7,-0.13,0.336,-0.165,0.189,0.499,-0.393,-0.466,0.401
2.6,2.0,4.7,2.0,4.8,2.6,1.8,2.5,3.5,60.9,52.9,65.1,79.1,-0.328,0.436,0.496,0.356,0.183,0.191,0.275,0.404
2.6,4.6,2.2,4.3,4.3,2.4,2.8,5.0,2.7,32.7,83.0,10.8,96.6,-0.325,-0.311,0.06,-0.214,-0.067,0.284,-0.52,0.596
2.6,4.3,3.8,2.3,4.0,2.1,1.7,2.0,2.1,10.4,77.8,4.7,15.0,-0.459,0.446,0.15,-0.262,-0.138,-0.393,-0.215,-0.517
2.6,3.5,3.0,2.0,3.2,4.7,3.7,3.1,4.9,71.3,37.7,95.1,22.2,-0.639,-0.002,-0.15,0.625,-0.041,-0.214,0.219,-0.247
2.6,1.8,1.1,1.2,2.7,1.4,3.3,3.2,1.3,38.4,83.0,74.7,21.7,0.039,0.381,-0.038,-0.224,0.06,-0.247,-0.798,0.252
2.6,3.4,4.8,4.6,4.4,4.6,4.7,4.3,2.7,79.2,32.3,49.8,83.4,-0.599,0.563,-0.175,0.062,-0.238,-0.371,-0.067,-0.275
2.6,1.7,1.5,3.4,4.4,1.0,4.6,3.9,3.7,14.3,94.8,19.4,5.7,0.086,0.022,-0.093,0.153,-0.539,0.232,-0.116,-0.762
2.6,1.7,5.0,1.0,2.7,1.2,2.5,2.5,1.0,18.9,21.3,32.6,78.9,0.009,-0.186,-0.6,0.034,0.277,0.464,0.462,0.212
2.6,1.7,3.5,1.4,3.1,3.7,4.4,1.7,2.1,71.2,82.6,80.4,54.8,0.17,0.144,0.133,-0.377,-0.436,-0.083,0.7,-0.171
2.6,4.1,4.3,4.5,2.2,2.6,4.5,2.9,2.9,54.4,62.0,28.1,23.1,-0.594,0.247,0.268,0.035,-0.234,-0.361,0.426,0.365
2.6,3.8,1.4,1.6,2.5,4.3,1.0,4.6,1.1,63.4,57.0,88.4,25.5,-0.433,-0.754,0.046,0.223,-0.076,-0.356,0.141,-0.053
2.6,1.7,4.8,4.9,3.1,2.6,4.7,2.1,2.8,49.9,93.6,53.4,81.3,-0.04,0.526,-0.543,-0.185,0.556,0.023,0.027,0.224
2.6,4.1,2.8,3.6,2.3,4.3,2.4,1.2,4.8,84.5,8.6,65.6,65.4,-0.24,0.193,-0.081,-0.587,0.263,-0.49,0.134,-0.455
2.6,3.2,4.4,2.1,4.7,4.3,1.3,4.3,3.5,69.9,45.7,40.3,27.0,-0.538,0.378,0.31,0.337,-0.396,-0.243,0.296,0.193
2.6,3.5,4.6,3.4,1.3,1.3,3.2,2.3,1.0,34.7,83.1,45.8,27.4,-0.415,0.385,-0.167,-0.268,0.529,0.331,-0.393,0.14
2.6,2.3,1.2,2.1,1.3,3.5,4.9,1.1,2.8,59.3,79.7,77.3,43.1,-0.415,0.484,-0.025,-0.367,-0.04,-0.41,0.219,0.442
2.6,4.0,3.0,4.5,1.0,4.6,2.7,3.0,1.4,98.8,84.0,91.2,84.0,-0.071,-0.045,-0.099,-0.241,-0.672,0.459,-0.432,0.12
2.6,4.0,2.6,1.5,4.7,3.5,2.9,4.8,1.1,83.5,13.5,32.2,44.7,-0.307,0.283,-0.304,-0.404,0.144,0.433,0.006,-0.583
2.6,1.7,2.9,5.0,3.5,1.5,1.1,2.0,1.0,56.1,22.5,33.5,86.1,-0.254,0.56,-0.388,-0.025,0.3,0.062,0.494,0.345
2.6,4.2,2.7,1.1,4.3,2.7,3.2,4.9,4.0,64.5,8.1,77.0,29.0,-0.153,0.194,-0.261,-0.497,-0.359,-0.453,0.284,0.436
2.6,4.6,4.5,4.5,1.8,1.4,3.5,1.8,1.0,93.2,69.2,29.4,72.0,-0.487,0.364,0.294,-0.157,-0.378,-0.265,-0.492,-0.209
2.6,2.6,1.0,3.1,3.4,4.3,2.4,4.0,3.7,56.3,72.7,24.9,68.0,-0.381,-0.442,0.388,-0.595,0.079,-0.041,0.205,-0.214
2.6,2.8,4.5,2.8,3.5,1.4,1.4,4.8,2.9,58.6,89.4,42.4,71.3,-0.274,0.339,-0.407,-0.318,0.443,0.166,0.464,0.286
2.6,4.1,1.1,4.7,2.1,1.8,4.9,2.8,4.7,79.1,77.6,59.2,71.7,-0.363,0.272,0.343,-0.344,0.379,-0.375,0.171,-0.467
2.6,4.7,2.2,2.0,1.4,3.5,4.8,3.0,2.4,53.8,91.8,86.1,66.0,0.011,-0.625,-0.015,-0.499,-0.217,0.478,0.095,0.118
2.6,2.8,1.7,4.0,1.6,3.2,2.1,3.4,3.7,71.7,17.6,7.2,69.1,-0.75,0.204,0.016,-0.474,0.202,-0.114,0.08,-0.292
2.6,2.7,3.1,1.2,3.2,2.0,3.3,3.1,4.2,38.3,76.9,41.2,39.5,-0.443,0.754,0.182,0.066,0.12,0.045,-0.35,-0.175
2.6,1.2,2.6,4.0,3.8,1.7,4.4,4.9,3.8,40.2,15.7,46.0,84.2,-0.043,0.584,-0.412,-0.138,0.391,0.155,-0.416,0.315
2.6,3.1,1.5,3.6,3.1,3.3,2.7,3.9,3.9,62.9,19.5,87.8,50.6,-0.281,-0.271,0.119,0.004,-0.217,0.534,0.675,-0.116
2.6,4.4,5.0,1.2,3.2,1.5,3.5,3.6,2.4,15.2,19.3,23.1,42.7,-0.418,0.144,-0.487,-0.327,0.074,0.412,-0.177,-0.495
2.6,4.4,1.5,3.1,1.5,3.1,1.4,4.4,2.8,92.2,53.7,53.4,82.6,0.188,-0.223,0.426,-0.248,-0.571,0.236,-0.278,-0.395
2.6,3.0,4.4,3.0,4.6,1.2,2.9,4.3,3.3,8.2,26.9,20.5,37.2,-0.545,0.318,-0.328,-0.042,0.224,0.43,-0.174,-0.47
2.6,3.5,3.5,3.6,1.3,4.4,3.3,4.5,2.2,8.4,91.0,71.5,9.4,-0.348,0.432,-0.409,-0.325,-0.374,-0.36,-0.109,-0.35
2.6,3.4,2.4,3.5,1.9,4.2,4.7,2.4,2.2,9.4,39.8,62.2,73.6,-0.473,0.557,-0.117,0.3,-0.273,-0.376,-0.254,-0.256
2.6,1.3,3.2,3.9,3.2,4.7,2.0,4.7,4.1,4.4,20.1,89.5,54.3,-0.441,0.631,-0.256,-0.304,0.22,0.129,-0.149,-0.388
2.6,2.4,4.1,1.6,3.7,2.9,4.2,3.0,1.9,9.4,32.9,18.5,66.3,-0.019,0.537,-0.768,0.071,0.191,0.039,-0.233,-0.087
2.6,2.1,1.5,4.7,4.4,2.8,3.8,1.3,1.1,85.6,55.8,22.0,85.1,-0.348,0.367,0.36,0.451,-0.262,-0.071,-0.179,-0.533
2.6,4.5,2.2,4.4,1.5,3.9,4.2,1.5,1.7,68.2,99.9,63.8,69.4,-0.446,-0.169,-0.25,0.295,0.441,-0.263,0.337,-0.458
2.6,4.5,4.3,2.6,4.6,2.7,3.5,3.0,3.3,11.2,6.5,87.2,85.4,-0.275,0.478,0.151,-0.359,-0.49,-0.356,-0.25,-0.313
2.6,4.5,1.6,2.5,1.7,3.5,1.9,4.8,3.0,69.6,9.1,75.4,79.9,-0.645,-0.005,0.048,-0.469,0.023,-0.43,0.37,-0.093
2.6,2.7,4.6,3.5,3.6,1.0,1.4,3.5,4.2,68.6,95.4,5.1,9.7,-0.414,0.449,-0.448,-0.242,-0.336,-0.062,0.485,-0.024
2.6,2.5,2.9,2.4,3.0,2.8,3.4,4.7,1.6,93.0,52.6,51.7,55.0,-0.343,0.25,0.323,0.382,-0.176,-0.061,-0.444,-0.559
2.6,1.5,2.8,4.1,1.8,4.1,3.9,3.3,2.7,57.4,53.4,9.7,86.2,0.141,0.179,0.243,-0.022,0.733,-0.237,0.463,0.207
2.6,1.9,3.0,3.0,3.4,4.2,2.3,1.2,4.0,77.3,78.9,60.4,89.7,-0.416,0.381,0.233,-0.58,-0.252,-0.053,0.137,-0.427
2.6,3.2,5.0,4.9,2.6,2.6,4.9,2.9,4.0,58.6,16.1,47.9,38.6,-0.676,0.338,-0.335,-0.376,-0.115,-0.127,0.248,0.269
2.6,3.1,2.7,4.9,5.0,3.9,1.6,1.1,3.9,89.0,33.4,14.3,17.7,-0.395,0.107,-0.435,0.4,-0.12,0.577,-0.187,-0.287
2.6,4.0,2.6,3.0,1.2,2.4,3.7,3.3,3.0,47.4,57.5,36.2,71.4,0.516,0.445,0.239,-0.311,-0.147,0.33,0.214,0.336
2.6,1.2,1.1,4.9,3.0,2.7,4.5,4.8,4.2,63.5,15.6,54.7,7.8,-0.205,0.277,0.285,-0.005,0.254,-0.431,0.722,0.071
2.6,1.4,3.6,1.7,4.3,2.5,4.3,2.5,3.8,73.1,92.1,18.1,19.1,-0.16,0.412,-0.461,-0.198,-0.355,0.039,0.618,-0.145
2.6,2.1,3.0,1.5,1.9,3.7,2.4,4.3,1.0,68.8,82.9,96.3,91.7,-0.386,0.477,-0.289,-0.289,-0.29,-0.098,0.498,0.284
2.6,3.8,2.5,1.3,4.8,2.6,1.6,4.9,2.9,71.7,50.9,87.0,32.8,-0.814,-0.228,0.101,0.411,-0.176,-0.091,0.14,-0.077
2.6,2.8,4.5,4.6,2.5,1.9,3.0,1.9,2.8,56.4,57.1,32.9,34.7,-0.384,0.415,0.404,0.226,-0.356,-0.313,0.403,0.257
2.6,4.2,4.2,1.4,1.1,2.5,1.5,4.2,2.2,21.3,57.5,19.3,30.0,-0.088,0.171,0.652,0.246,0.268,-0.182,-0.579,0.122
