freq,WS1,WS2,W1,W2,LS1,LS2,L1,L2,S11r,S11i,S21r,S21i,S31r,S31i,S41r,S41i
2.4,3.6,3.1,2.6,3.6,21.1,16.2,40.6,35.5,-0.6813,0.4882,-0.0518,0.0229,0.0467,0.1338,-0.0594,-0.2703
2.4,3.4,3.3,1.3,1.5,17.3,7.0,31.9,40.4,-0.7263,0.6455,0.1192,0.1513,-0.0294,-0.0612,0.037,0.0628
2.4,3.9,3.5,2.5,1.8,20.1,19.7,12.2,21.0,-0.7671,0.6345,0.0011,0.0011,-0.0002,-0.0002,0.004,0.0056
2.4,4.6,2.3,4.9,4.4,7.7,14.0,43.9,13.1,-0.2555,0.3165,-0.4608,-0.0871,0.4655,0.0926,-0.531,0.295
2.4,3.9,1.9,3.6,3.1,20.2,14.3,17.8,9.5,-0.8145,0.5626,0.0648,-0.0365,-0.0782,-0.0332,-0.0061,-0.0011
2.4,2.7,4.9,4.3,3.3,14.4,6.3,33.4,15.5,-0.7546,0.0274,-0.3801,-0.0654,0.3929,0.1274,-0.2036,0.2425
2.4,2.1,3.2,1.5,2.3,5.9,7.8,16.8,11.0,0.1573,0.4289,-0.1551,-0.5486,-0.6227,0.0983,-0.2409,-0.0106
2.4,2.4,4.7,4.9,3.8,12.2,9.6,13.4,33.7,-0.7389,0.14,-0.2282,-0.1826,0.2148,0.4545,-0.2191,-0.1916
2.4,2.6,3.2,1.5,3.2,21.8,17.5,18.7,18.7,-0.459,0.8816,-0.0311,-0.0277,0.0034,0.0055,0.0032,0.0017
2.4,2.8,2.9,4.5,2.8,13.3,19.5,21.2,36.0,-0.9739,0.1344,-0.0113,-0.0301,0.0023,0.0121,0.0122,0.1219
2.4,3.4,1.7,4.4,4.7,15.5,5.5,13.5,34.1,-0.791,0.2305,-0.2582,-0.1064,0.2673,0.3505,-0.1664,-0.0948
2.4,3.8,3.5,3.0,4.2,10.2,5.0,37.4,29.6,-0.6315,0.1209,-0.3532,0.2751,0.3769,-0.2273,-0.2476,0.3463
2.4,3.7,4.9,1.9,2.9,19.7,7.5,26.6,33.5,-0.7033,0.7046,-0.0118,-0.0174,0.0025,0.0072,0.0061,0.0068
2.4,3.9,3.7,4.4,1.2,13.1,13.1,12.8,13.3,-0.3213,0.3537,0.1584,-0.0104,-0.1774,0.1223,-0.658,-0.5027
2.4,2.3,4.1,3.4,3.6,7.3,9.5,19.7,30.5,-0.4859,0.1186,-0.4131,-0.066,0.3899,0.3893,-0.4482,-0.2431
2.4,3.5,2.2,4.7,4.2,20.6,6.0,41.9,22.0,-0.8291,0.5384,0.008,-0.09,-0.0079,0.0899,-0.0099,0.0013
2.4,5.0,1.2,1.4,1.5,4.1,13.2,30.0,10.2,0.0295,-0.1164,-0.5137,-0.1595,-0.1196,0.7024,-0.0559,-0.4007
2.4,4.1,1.1,1.2,1.5,5.8,10.7,19.2,42.7,-0.2092,0.3481,-0.2324,0.5413,0.4838,0.0426,-0.4843,-0.0312
2.4,4.2,3.7,3.1,1.7,14.2,16.0,32.7,30.4,-0.9584,0.176,0.0074,0.0666,0.0023,-0.0427,0.0309,0.1912
2.4,4.0,3.6,3.1,2.6,10.7,7.9,9.5,31.5,-0.2381,0.1922,0.2601,-0.0347,-0.3276,0.4034,-0.6807,-0.2858
2.4,2.2,1.8,3.8,2.9,9.2,10.8,41.8,30.1,-0.6791,0.0484,-0.212,0.2462,0.2123,-0.246,-0.119,0.5473
2.4,3.2,4.5,3.7,2.8,21.4,12.6,39.0,13.6,-0.7183,0.67,-0.0272,-0.073,-0.0032,0.0384,0.0378,0.0318
2.4,2.7,2.6,1.3,3.5,13.8,2.7,4.9,10.1,-0.4415,0.6629,-0.2073,-0.1825,-0.2774,-0.1984,-0.26,-0.3154
2.4,4.9,1.9,3.9,2.0,21.8,7.9,6.7,40.2,-0.7421,0.6,-0.1789,-0.1809,-0.0798,-0.0319,0.0669,0.048
2.4,3.3,4.0,1.6,4.4,2.9,19.7,20.2,27.7,-0.4686,-0.4116,0.0015,-0.0375,-0.0145,0.0189,-0.5138,0.5529
2.4,3.9,4.5,3.6,3.8,20.1,5.4,29.6,29.5,-0.8075,0.5745,-0.0183,-0.0883,-0.0041,0.0445,-4.4524e-05,0.0067
2.4,2.6,3.5,4.5,2.4,5.5,3.1,39.2,8.2,-0.5833,0.2018,-0.0439,-0.4713,0.0466,0.4777,-0.3035,0.2528
2.4,1.9,3.1,3.0,3.4,10.4,6.0,38.9,36.3,-0.6605,0.1165,-0.2173,0.3618,0.2356,-0.3309,-0.1919,0.3991
2.4,1.2,4.1,3.9,3.5,10.6,9.1,5.1,28.0,-0.6331,0.0865,-0.1654,0.2535,-0.1898,0.2318,0.0593,-0.6327
2.4,3.8,2.3,1.9,4.6,18.5,7.2,8.9,18.0,-0.826,0.5252,-0.0532,0.0391,0.0042,0.0857,0.0628,0.1001
2.4,4.1,4.5,1.3,1.8,16.7,10.5,10.3,29.8,-0.8008,0.4844,-0.1742,0.0357,0.2213,0.0523,0.0444,0.1559
2.4,4.3,2.0,4.2,1.1,16.1,21.8,29.0,27.4,-0.9764,0.1453,-0.0192,-0.0374,-0.0018,0.006,0.0181,0.1309
2.4,1.2,4.5,4.0,3.4,14.8,10.4,24.2,9.2,-0.4171,-0.1891,-0.2595,-0.2169,-0.125,0.729,-0.1669,-0.2816
2.4,3.0,4.9,3.9,1.5,18.8,9.7,42.2,41.6,-0.8672,0.4648,0.0254,0.0393,-0.0238,-0.0363,0.0638,0.1221
2.4,1.6,3.7,2.6,1.3,12.9,15.3,21.6,24.8,-0.3492,-0.4291,-0.1691,0.1421,0.18,-0.0607,-0.644,0.4166
2.4,4.0,4.7,3.9,1.3,15.8,12.6,19.4,29.6,-0.9437,-0.0256,-0.0917,0.1311,0.0983,-0.0854,-0.0312,0.2328
2.4,2.9,2.6,1.0,2.6,14.6,2.5,26.3,21.5,-0.7146,0.4239,-0.3262,0.2194,0.2763,0.2537,-0.0275,0.035
2.4,1.8,1.1,1.8,4.7,5.7,18.3,36.2,15.2,-0.342,0.384,-0.2247,0.0132,0.2774,0.2325,-0.6105,-0.3901
2.4,3.1,4.4,1.1,2.4,18.5,2.0,5.2,15.8,-0.766,0.2932,-0.0979,0.0013,-0.0517,0.0802,0.1426,0.4636
2.4,3.0,4.5,1.7,3.0,19.3,12.8,39.3,18.4,-0.6906,0.7161,0.0045,0.0111,-0.0022,-0.0082,0.029,0.0292
2.4,2.2,1.1,4.0,4.9,12.7,21.1,7.4,8.6,-0.5297,-0.0256,0.0572,-0.1279,0.0193,-0.1685,0.1044,-0.7951
2.4,5.0,4.0,4.8,1.9,13.7,5.1,18.8,12.5,-0.638,-0.3829,-0.0634,-0.1653,0.0037,0.3465,-0.3408,0.4001
2.4,1.5,4.2,3.3,1.7,4.4,12.4,13.4,9.9,0.2487,0.2624,-0.1237,-0.0115,-0.5508,0.1266,0.3688,-0.6191
2.4,4.1,3.3,4.0,4.9,12.9,9.7,37.7,8.3,-0.8076,0.2587,-0.1769,-0.2548,0.2021,0.3358,-0.1204,0.0927
2.4,3.0,1.4,2.7,1.6,8.0,15.1,32.0,32.7,-0.6914,-0.1755,-0.1906,0.2794,0.2161,-0.1995,-0.2615,0.4561
2.4,3.8,1.4,2.5,1.2,16.6,13.3,30.9,30.4,-0.9178,0.3531,-0.0109,0.0997,0.024,-0.0658,0.0297,0.0994
2.4,2.0,4.7,3.6,2.4,6.1,19.3,18.5,16.2,-0.2267,0.1974,0.0128,-0.0064,-0.014,-0.0136,-0.6252,-0.7119
2.4,1.4,3.3,2.5,1.8,13.2,12.7,25.7,24.2,-0.4639,-0.3024,-0.3242,0.1883,0.3409,-0.0623,-0.5216,0.3777
2.4,4.6,3.1,3.7,3.7,8.8,12.5,41.9,40.0,-0.8277,0.3345,0.0164,0.2534,-0.018,-0.2538,0.0225,0.253
2.4,1.4,4.8,2.2,2.7,9.8,19.1,21.6,27.0,-0.3785,-0.4679,-0.0028,0.0018,0.0023,-3.4591e-06,-0.6171,0.4817
2.4,3.3,3.8,3.6,1.7,6.2,3.8,7.2,20.1,-0.4195,0.1255,-0.3321,0.1166,-0.3714,0.0912,0.1075,-0.7212
2.4,3.2,1.4,3.0,2.5,5.7,19.3,36.1,16.3,-0.117,-0.1583,-0.0691,0.0471,0.0748,-0.0332,-0.8148,0.5095
2.4,1.5,3.2,3.1,2.2,20.3,8.1,17.5,16.2,-0.8442,0.5204,0.0195,-0.0126,-0.0247,-0.0141,0.003,0.0076
2.4,3.8,4.3,1.9,1.5,19.7,6.3,36.2,30.9,-0.7125,0.696,-0.0037,-0.0094,0.0007,0.0063,0.0088,0.0098
2.4,1.8,2.2,4.3,2.9,3.3,18.0,38.2,17.0,-0.0286,0.0008,-0.128,0.0379,0.1301,-0.0328,-0.8866,0.3939
2.4,1.1,2.6,2.1,1.6,19.1,9.2,18.4,11.6,-0.91,0.2888,-0.1475,0.041,0.1098,0.1437,0.0144,0.0925
2.4,4.6,1.2,4.6,2.4,20.7,21.8,21.0,41.0,-0.8495,0.5145,-0.0446,-0.0696,-0.0017,-0.0008,0.0031,0.0046
2.4,2.2,4.7,4.5,2.5,7.9,9.1,27.3,4.8,-0.1198,0.2113,-0.2862,-0.5764,-0.6071,0.3294,0.1182,0.1186
2.4,4.4,1.1,1.4,3.4,8.7,12.1,15.5,10.3,-0.0294,0.262,-0.1246,-0.6258,-0.5157,0.2091,-0.3895,0.2204
2.4,4.2,3.4,1.8,1.8,18.8,10.9,28.5,35.6,-0.744,0.6614,0.0139,0.0295,-0.0027,-0.0123,0.0135,0.0166
2.4,2.5,4.5,1.1,4.6,16.9,2.6,7.1,23.6,0.11,0.3151,-0.0042,0.1003,-0.3409,0.4289,-0.7135,0.1564
2.4,1.4,3.2,4.6,5.0,2.4,3.8,27.6,12.5,-0.0159,0.1204,-0.2481,-0.5198,-0.7066,0.3595,0.0337,0.0721
2.4,2.0,3.6,1.1,2.0,8.1,13.0,37.6,35.7,-0.7409,0.283,0.0512,0.3262,0.0148,-0.2618,0.0415,0.418
2.4,1.8,4.5,3.4,1.2,20.3,4.9,13.6,10.8,-0.86,0.4955,0.0152,-0.0159,-0.0064,-0.0294,0.0026,0.0058
2.4,3.7,4.5,2.5,1.9,7.4,15.9,38.2,22.2,-0.6506,-0.1921,-0.0421,0.1076,0.0503,-0.0933,-0.222,0.6721
2.4,4.0,4.6,3.1,1.8,17.3,20.1,16.0,17.4,-0.9576,0.2324,-0.0043,-0.0098,0.0008,0.0036,0.0287,0.1296
2.4,4.7,2.5,1.9,3.0,21.2,15.6,28.5,4.1,-0.6195,0.7334,0.0293,-0.2221,-0.0959,0.1073,-0.0182,0.0221
2.4,4.9,4.8,3.1,2.1,2.2,2.4,32.7,22.5,-0.4471,0.0141,-0.2945,-0.3119,0.3059,0.473,-0.5329,0.0603
2.4,3.3,3.9,4.4,3.9,11.3,11.9,22.4,38.4,-0.6301,-0.0125,-0.266,0.4523,0.32,-0.2321,-0.3135,0.2409
2.4,2.9,1.9,1.4,2.5,14.7,6.9,7.2,8.5,-0.1881,0.6358,-0.126,-0.1665,-0.4068,-0.1276,-0.5054,-0.2601
2.4,2.2,2.1,1.6,1.2,2.2,10.2,39.1,40.5,-0.5198,0.2497,-0.1746,0.4454,0.229,-0.3852,-0.2111,0.4196
2.4,1.5,1.4,3.4,4.0,2.8,16.1,16.7,13.9,0.2061,0.3791,-0.2086,-0.3915,-0.5849,0.3049,0.3427,-0.2035
2.4,3.3,1.1,3.0,4.4,19.1,11.3,17.8,6.3,-0.8533,0.5113,-0.0187,-0.0107,-0.0102,0.0008,0.0117,0.0211
2.4,1.4,1.5,4.0,2.8,6.1,2.9,39.0,31.6,-0.4985,0.0995,-0.4649,0.1056,0.4693,-0.0958,-0.3948,0.3428
2.4,1.6,3.2,1.7,4.4,8.2,7.6,18.1,13.6,-0.0789,0.3389,-0.1932,-0.6808,-0.4645,0.2564,-0.207,0.2064
2.4,1.7,4.5,2.3,4.7,5.2,16.2,16.0,42.0,-0.7095,0.5677,0.1307,0.3294,0.0027,-0.1414,-0.0026,0.0834
2.4,1.6,3.0,2.7,1.9,20.0,14.0,6.7,8.7,-0.864,0.476,-0.001,-0.0005,-0.0021,0.0022,0.0223,0.0516
2.4,4.1,4.5,4.0,4.2,14.6,16.8,36.0,30.4,-0.9487,0.2501,0.0101,0.0487,-0.0036,-0.0345,0.0402,0.1627
2.4,4.2,1.2,2.0,3.3,7.9,10.2,42.0,33.4,-0.6031,0.2451,-0.2044,0.3549,0.21,-0.3484,-0.087,0.4719
2.4,2.7,2.9,4.1,1.4,3.0,7.5,13.1,19.3,-0.3176,0.1004,-0.0592,0.1649,-0.2848,0.1424,-0.1402,-0.8541
2.4,4.2,2.7,4.2,3.0,16.9,3.5,6.8,21.8,-0.4895,0.6046,0.0164,0.0875,-0.0798,0.0568,-0.4666,-0.3709
2.4,4.9,1.5,3.9,3.2,15.5,11.0,6.8,43.0,-0.7193,0.5401,0.0298,0.1039,0.1318,0.1839,-0.1881,-0.2917
2.4,3.0,2.5,2.7,2.0,14.3,16.1,7.5,20.1,-0.4971,0.4716,0.1202,0.038,-0.1157,0.0877,-0.4904,-0.4923
2.4,3.2,3.3,3.4,4.5,14.1,11.1,14.2,35.5,-0.5484,0.306,-0.4076,0.047,0.4516,0.2153,-0.3958,-0.1271
2.4,3.0,4.4,3.0,4.0,10.7,11.0,42.3,4.2,-0.7341,0.4883,-0.1071,-0.2866,0.1075,0.2876,-0.0191,0.1622
2.4,2.6,3.6,1.3,1.8,8.3,5.1,7.7,11.3,-0.097,0.5614,-0.3078,-0.2778,-0.4673,-0.275,-0.1584,-0.4209
2.4,2.6,2.4,4.9,2.5,19.3,18.9,16.3,11.2,-0.9391,0.3259,-0.0002,0.0001,0.0001,-2.353e-05,0.0082,0.0284
2.4,4.8,3.3,1.5,1.7,19.8,17.6,32.3,43.9,-0.6188,0.781,0.0117,0.0134,-0.0027,-0.0047,0.0052,0.0045
2.4,1.5,2.3,1.4,4.1,10.4,3.8,22.7,28.6,-0.3948,0.1704,-0.5711,0.2471,0.2192,0.5056,-0.1303,-0.3059
2.4,3.3,1.5,3.8,4.0,12.1,2.8,29.7,21.8,-0.7602,0.0497,-0.3319,-0.153,0.337,0.3305,-0.2084,0.1072
2.4,2.3,4.9,3.0,2.3,14.1,11.2,29.5,10.3,-0.4767,-0.0184,-0.4623,-0.0412,0.4781,0.2015,-0.4978,0.1434
2.4,3.2,4.2,4.3,2.9,6.8,20.9,10.7,6.2,-0.0794,-0.0009,0.1301,-0.1002,0.0702,-0.1535,0.4124,-0.8656
2.4,3.1,1.6,4.4,4.7,16.5,14.5,32.3,14.7,-0.8813,0.1132,-0.244,0.1555,0.2561,-0.0967,-0.0683,0.186
2.4,2.2,3.1,1.4,1.6,11.1,8.7,39.1,25.9,-0.6252,0.1356,-0.2484,0.2791,0.271,-0.2523,-0.1072,0.5362
2.4,1.7,3.7,1.2,4.4,5.2,8.6,33.6,37.9,-0.4275,0.2357,-0.1541,0.5545,0.3437,-0.2933,-0.3429,0.304
2.4,1.3,3.1,3.7,3.5,11.8,9.1,7.2,17.6,-0.2936,0.219,-0.4127,0.1103,-0.4826,0.0674,0.2639,-0.6052
2.4,4.7,1.9,2.3,2.7,21.0,7.8,20.2,32.4,-0.6575,0.7279,-0.0446,-0.1529,-0.0102,0.0666,-0.0012,0.0121
2.4,2.5,3.2,2.7,3.3,21.8,9.9,22.5,5.2,-0.6496,0.6601,0.1606,-0.1742,-0.1698,-0.2076,-0.0504,-0.0613
2.4,2.6,4.1,3.0,4.7,6.6,2.9,4.8,7.9,-0.6277,0.4085,-0.0637,-0.3801,-0.0848,-0.398,0.0237,-0.3485
2.4,3.3,4.2,3.8,2.4,20.3,17.7,32.1,15.1,-0.834,0.5444,-0.0036,-0.0071,0.0008,0.0021,0.0008,0.0017
2.4,3.7,3.0,4.5,3.8,3.9,19.9,34.5,12.9,-0.001,0.1379,0.063,-0.028,-0.0714,0.0082,-0.9703,0.084
2.4,4.7,1.7,2.4,3.5,4.6,21.1,17.6,5.2,0.3599,0.6295,0.2461,-0.0236,0.1135,-0.0826,0.4843,-0.3469
2.4,1.5,3.8,4.2,1.3,5.2,9.5,11.0,28.1,-0.4621,0.1934,0.0455,0.1485,-0.1851,0.1184,-0.2995,-0.7609
2.4,2.1,4.5,1.6,2.8,17.8,11.6,27.4,22.7,-0.8487,0.4716,0.0197,0.1572,0.0172,-0.0883,0.0362,0.0983
2.4,4.1,1.5,3.1,4.7,10.7,10.2,26.4,35.0,-0.5525,0.0668,-0.3824,0.3786,0.4366,-0.1377,-0.3814,0.1811
2.4,1.6,4.6,2.0,1.5,6.5,19.7,21.0,15.5,-0.0022,0.002,0.0107,-0.0111,-0.0133,-0.0081,-0.8003,-0.5873
2.4,4.7,3.7,1.1,1.6,13.9,19.4,29.0,43.7,0.2225,-0.0182,0.0616,-0.0532,-0.022,-0.0494,-0.3823,-0.6494
2.4,1.8,3.3,2.8,2.6,7.7,20.5,6.4,39.6,-0.7219,0.6528,-0.1018,-0.1188,0.001,0.0159,0.0229,0.0268
2.4,3.0,3.3,3.0,2.7,16.0,2.1,21.4,17.2,-0.9198,0.0504,-0.1916,-0.0092,0.1129,0.2519,-0.0191,0.1637
2.4,3.7,2.5,1.5,1.9,7.2,5.7,18.3,8.9,0.0837,0.2799,-0.1229,-0.5749,-0.6041,0.0727,-0.4331,0.0178
2.4,4.5,1.7,2.9,3.9,3.1,6.1,34.5,25.0,-0.527,0.2521,-0.4042,-0.1508,0.4398,0.2973,-0.4248,-0.0009
2.4,2.7,2.8,1.8,2.6,2.4,9.9,38.4,20.3,-0.2543,0.4087,-0.4085,-0.1382,0.4371,0.1814,-0.5686,0.1459
2.4,4.0,1.8,1.1,2.7,17.5,13.2,43.0,33.8,-0.5705,0.8035,0.0387,0.053,-0.0362,-0.0511,0.0846,0.0649
2.4,4.3,2.1,2.1,3.8,3.1,19.4,17.6,22.9,-0.0511,0.08,-0.0444,0.0258,0.0468,0.0332,-0.8488,-0.4904
2.4,3.9,2.7,3.2,1.3,9.8,16.9,11.0,34.9,-0.3979,0.3803,-0.1724,-0.1564,0.1844,0.2782,-0.5902,-0.4072
2.4,1.8,3.0,1.1,2.6,15.0,13.5,30.3,9.1,-0.3122,0.1333,-0.5473,0.2221,0.2383,0.5367,-0.1629,-0.3588
2.4,1.7,2.9,2.3,2.3,21.9,11.0,25.3,12.4,-0.5923,0.7646,0.0495,-0.1827,-0.1125,0.0631,-0.0098,0.0144
2.4,2.3,4.2,3.4,3.8,10.1,19.2,21.9,20.1,-0.0491,-0.2498,0.0139,-0.0161,-0.0178,0.0047,-0.9421,0.1496
2.4,4.3,3.4,4.0,2.4,3.4,11.2,11.8,32.5,-0.4601,0.0173,0.0907,-0.2519,-0.1859,0.6135,-0.3972,-0.3591
2.4,5.0,2.2,2.0,3.1,19.7,10.3,27.0,5.6,-0.6997,0.7045,0.0508,-0.0427,-0.0076,-0.0546,0.0044,0.0023
2.4,1.6,4.1,4.2,4.1,14.2,6.0,37.6,12.9,-0.6964,0.1918,-0.2883,-0.3111,0.3005,0.3457,-0.2403,0.147
2.4,3.8,4.9,3.9,1.6,7.9,13.6,27.4,30.5,-0.5737,-0.3846,-0.1654,0.1872,0.1762,-0.119,-0.4175,0.4754
2.4,2.1,1.6,3.4,4.9,16.2,11.9,27.0,39.1,-0.8286,0.0883,-0.0192,0.4119,0.0901,-0.2199,-0.0897,0.2429
2.4,3.3,1.7,3.0,5.0,5.9,15.6,23.9,8.7,-0.3721,0.5369,-0.2611,-0.6071,-0.2028,0.2065,0.0681,0.1817
2.4,4.4,4.5,4.4,2.6,19.1,17.3,31.1,35.6,-0.8981,0.4317,-0.0029,-0.0054,0.0008,0.002,0.0066,0.0152
2.4,1.8,2.5,3.9,1.9,14.8,16.0,40.4,42.4,-0.8125,0.4547,0.0778,0.216,-0.078,-0.2173,-0.0262,0.0826
2.4,3.8,3.2,3.7,2.2,15.2,21.4,8.9,20.8,-0.354,0.5275,0.033,-0.0106,-0.0535,-0.0344,-0.6352,-0.4123
2.4,4.4,4.0,4.1,4.6,20.6,11.6,27.1,18.8,-0.7993,0.5824,-0.004,-0.1074,-0.0193,0.054,-0.002,0.0069
2.4,1.9,1.3,4.2,3.5,18.6,8.4,31.2,32.7,-0.9432,0.2698,-0.0155,0.1152,0.0258,-0.0779,0.0124,0.0864
2.4,2.1,3.6,3.7,4.1,8.6,16.0,23.9,40.7,-0.8402,0.3472,0.0664,0.3407,0.0215,-0.1464,-0.0175,0.1058
2.4,3.6,3.7,2.5,2.0,8.1,16.6,15.5,32.4,-0.1243,-0.1584,-0.2458,0.1317,0.2702,-0.0132,-0.8639,0.1808
2.4,3.3,3.1,2.0,4.6,12.9,9.7,29.0,6.3,-0.6546,0.3647,-0.3112,-0.4938,-0.0467,0.1803,0.016,0.2353
2.4,4.3,4.5,2.8,2.6,7.1,5.6,25.4,26.7,-0.5211,-0.023,-0.4506,-0.0769,0.4421,0.3452,-0.4387,0.0225
2.4,3.1,4.8,1.4,4.1,13.5,12.6,37.4,31.9,-0.8096,0.4633,0.0787,0.1994,-0.0266,-0.143,0.0828,0.2138
2.4,1.7,2.5,1.4,3.7,17.5,2.2,16.6,28.8,-0.7218,0.4219,-0.307,0.1799,0.3241,0.2215,-0.0795,0.0062
2.4,1.2,3.4,4.6,4.7,5.7,13.9,29.3,8.3,-0.0403,0.2258,-0.4782,-0.2634,-0.3531,0.382,0.5191,-0.2687
2.4,2.9,2.6,1.4,3.3,15.9,10.2,21.6,15.3,-0.7517,0.309,-0.3581,0.1684,0.2791,0.2937,-0.0543,0.031
2.4,4.1,1.5,1.2,1.8,15.6,8.0,31.2,5.2,-0.6637,0.5627,-0.4268,-0.122,-0.09,0.092,0.1113,0.0834
2.4,2.1,1.5,2.7,2.5,15.4,6.0,4.6,43.5,-0.6913,0.463,0.0509,0.2249,0.1242,0.2791,-0.1433,-0.3647
2.4,2.5,1.5,4.8,4.3,6.3,2.8,11.2,43.5,-0.6855,0.3645,-0.0857,0.2466,0.0844,0.3892,-0.0802,-0.3963
2.4,4.7,1.6,2.9,4.6,3.0,4.8,12.6,33.8,-0.5312,0.1017,-0.4241,0.1031,-0.0162,0.5912,0.052,-0.3896
2.4,1.2,2.8,2.9,1.2,2.6,16.5,9.9,39.2,-0.5716,0.339,-0.3026,-0.0504,0.3399,0.3119,-0.38,-0.2871
2.4,2.5,4.1,1.3,1.7,17.5,2.9,26.1,36.7,-0.7558,0.5451,0.0524,0.2881,0.0333,-0.1519,0.0121,0.0975
2.4,1.7,2.0,3.1,4.9,14.9,12.2,43.9,34.1,-0.8039,0.286,-0.0337,0.2415,0.0343,-0.2412,0.0579,0.3726
2.4,3.7,3.7,3.8,1.8,11.1,2.5,41.2,40.3,-0.7835,0.1782,-0.0612,0.3218,0.0652,-0.3149,-0.0536,0.3628
2.4,4.8,4.1,2.2,1.2,18.9,8.9,42.4,10.3,-0.7652,0.636,-0.004,0.0107,0.0043,-0.0103,0.0352,0.043
2.4,3.4,1.0,3.3,2.9,12.0,5.0,31.2,18.5,-0.7618,0.0085,-0.3164,-0.1645,0.3286,0.303,-0.2014,0.2078
2.4,2.3,4.2,2.4,4.8,17.1,2.9,41.9,18.5,-0.76,0.4565,-0.285,0.0403,0.2901,-0.0337,0.0025,0.1903
2.4,2.7,2.4,3.6,4.0,8.3,10.6,17.9,5.2,-0.3075,0.4741,0.267,-0.3699,-0.506,-0.1478,-0.4206,-0.1
2.4,1.4,5.0,3.7,2.4,13.8,9.8,32.9,20.2,-0.568,-0.2134,-0.3277,0.1554,0.3402,-0.1008,-0.4002,0.4457
2.4,1.9,2.0,1.3,3.8,20.3,16.1,5.4,35.9,-0.6051,0.7777,0.0286,-0.0143,-0.0393,0.0091,0.0284,0.0314
2.4,3.8,2.3,3.8,2.6,20.9,2.2,38.7,20.1,-0.7783,0.6035,0.0477,-0.0915,-0.0571,0.0777,-0.0031,0.0108
2.4,4.5,1.8,1.8,5.0,18.6,8.2,40.6,18.0,-0.6995,0.7042,-0.0307,0.0447,0.0366,-0.0373,0.0309,0.0353
2.4,4.1,4.2,3.5,2.0,10.5,4.2,41.4,42.1,-0.7758,0.1939,-0.0061,0.3019,0.0004,-0.3754,-0.0565,0.3008
2.4,4.1,4.8,2.3,4.8,12.3,6.2,18.6,14.6,-0.4254,-0.0439,-0.6062,-0.2849,-0.2791,0.5021,0.0464,0.1435
2.4,2.2,2.4,2.4,4.3,3.0,10.1,6.3,30.0,-0.2176,0.2838,-0.303,0.3002,-0.4351,0.255,0.1369,-0.638
2.4,1.0,3.3,1.8,2.0,10.2,18.7,23.4,30.1,-0.6001,-0.4237,-0.0158,0.0765,0.0309,-0.0377,-0.389,0.5248
2.4,4.0,3.9,2.0,4.5,14.0,12.7,7.5,20.3,-0.3581,0.5133,0.1451,0.152,-0.1438,0.1969,-0.5671,-0.4119
2.4,1.1,3.3,2.8,3.9,3.3,8.1,41.7,6.3,-0.677,0.3607,-0.0195,-0.4064,0.0257,0.417,-0.1404,0.2035
2.4,3.7,2.9,1.1,4.1,9.2,6.8,35.9,42.2,-0.5799,0.3977,0.1776,0.4956,0.036,-0.3181,-0.0361,0.3327
2.4,4.8,3.2,1.3,3.3,6.5,3.4,42.2,13.8,-0.5512,0.4844,-0.3036,-0.2852,0.3225,0.3026,-0.099,0.2645
2.4,1.4,1.3,1.8,4.9,7.1,9.3,26.1,23.1,-0.2347,0.0837,-0.6863,0.022,-0.0436,0.5754,0.0731,-0.3353
2.4,4.9,2.3,1.9,1.3,5.7,19.1,35.6,11.9,-0.0769,-0.153,-0.0405,0.0386,0.0499,-0.0178,-0.8874,0.395
2.4,3.9,1.3,4.5,4.5,11.0,12.2,38.2,10.4,-0.7343,0.2577,-0.2069,-0.3314,0.2193,0.3685,-0.1867,0.1213
2.4,4.8,3.5,3.6,4.2,10.1,9.5,13.5,12.3,0.0753,0.2838,-0.1795,-0.0571,-0.783,0.1598,-0.2518,-0.3983
2.4,4.3,1.6,1.6,3.6,21.7,9.6,13.7,12.0,-0.4988,0.8295,0.1005,-0.1403,-0.0368,-0.1548,-0.0066,-0.0254
2.4,4.5,4.1,1.4,2.5,10.4,6.5,41.0,11.5,-0.5844,0.4518,-0.365,-0.1692,0.4026,0.2119,-0.1274,0.2387
2.4,1.1,1.8,2.6,3.4,8.1,16.2,14.4,37.7,-0.445,0.3093,-0.3984,0.1497,0.4597,0.1938,-0.4758,-0.1754
2.4,2.5,2.5,1.1,4.5,6.9,5.3,8.2,38.6,-0.3292,0.4249,-0.2275,0.4,0.1077,0.4942,-0.0813,-0.4739
2.4,2.1,2.7,2.2,3.6,14.2,15.9,30.6,26.0,-0.8783,-0.0114,-0.0229,0.2317,0.0575,-0.1506,-0.0504,0.3622
2.4,2.4,3.3,1.9,1.9,9.6,11.7,16.5,27.1,-0.3199,-0.0375,-0.4082,-0.0926,0.3905,0.4057,-0.6109,-0.1231
2.4,1.3,2.7,2.9,3.9,18.3,5.8,32.0,43.6,-0.8662,0.29,0.1709,0.2915,0.0091,-0.0829,0.0298,0.1753
2.4,4.9,1.1,4.2,1.2,6.8,18.2,10.8,40.3,-0.6647,0.4284,-0.2201,-0.0409,0.2566,0.2879,-0.2792,-0.2734
2.4,1.5,1.2,1.7,1.6,4.0,6.7,11.0,34.1,-0.3173,-0.1151,-0.4147,-0.1148,-0.0623,0.7733,-0.1275,-0.2438
2.4,2.1,4.3,1.3,3.6,2.5,5.5,18.8,6.5,-0.1342,0.4676,0.1275,-0.5541,-0.4993,-0.0498,-0.4231,-0.043
